,CONDITION_CONCEPT_ID,CONDITION_CONCEPT_NAME,FREQ
6240,46270315,Allergic contact dermatitis due to metal,41
6241,35624825,Obstruction co-occurrent and due to bilateral inguinal hernia,40
6242,45757241,Enterostomy hemorrhage,40
6243,37016116,Complex endometrial hyperplasia without atypia,40
6244,137735,Partial thickness burn of forearm,40
6245,45773005,Acute exacerbation of intrinsic asthma,40
6246,45772707,Closed fracture of phalanx of thumb,40
6247,45757720,"Blind right eye, low vision left eye",40
6248,45757754,Increased gastrin secretion,40
6249,4019836,Social exclusion,40
6250,4296638,Lymphangiomatosis,40
6251,4301668,Primary cutaneous follicular center B-cell lymphoma,40
6252,4338896,Traction retinal detachment involving macula,40
6253,4333677,Mania,40
6254,4316619,Neoplasm of uncertain behavior of pharynx,40
6255,4252862,Enterostomy infection,40
6256,4285744,Painful bladder spasm,40
6257,4276801,Disorder of testis,40
6258,4210912,Flexural eczema,40
6259,4177092,Traumatic complication of procedure,40
6260,4139034,Immune reconstitution syndrome,40
6261,4137770,Invasive pulmonary aspergillosis,40
6262,4104668,Nocardiosis,40
6263,4129392,Injury of pharynx,40
6264,4066493,Bouchard's node,40
6265,4032277,Erythrasma,40
6266,4052826,Open wound in mouth,40
6267,4024671,Paroxysmal nocturnal hemoglobinuria,40
6268,4030518,Renal impairment,40
6269,4053720,Accidental injury,40
6270,4048393,Fracture of foot,40
6271,372896,Stimulus deprivation amblyopia,40
6272,194087,Hepatitis due to infection,40
6273,434334,Repetitive intrusions of sleep,40
6274,313011,Congenital malposition of heart,40
6275,140489,Acquired acanthosis nigricans,40
6276,196858,Late effect of fracture of neck of femur,40
6277,435207,"Nodular lymphoma of lymph nodes of head, face and neck",40
6278,436740,Cervical incompetence,40
6279,77637,Recurrent dislocation of knee,40
6280,379027,Progressive external ophthalmoplegia,40
6281,193431,Benign tumor of digestive organ,40
6282,432919,Discoid lupus erythematosus of eyelid,40
6283,439763,Benign neoplasm of trachea,40
6284,381677,Spina bifida occulta,40
6285,381783,Viral infection of central nervous system,40
6286,438407,Bulimia nervosa,40
6287,437936,Amniotic cavity infection - delivered,40
6288,441922,Transient hypertension of pregnancy,40
6289,434883,Carcinoma in situ of skin of eyelid including canthus,40
6290,136755,Thyroid dysfunction during pregnancy - baby delivered,40
6291,75345,Hemarthrosis of shoulder region,40
6292,137792,Eczema herpeticum,40
6293,192964,Infectious disorder of kidney,40
6294,40489374,Superficial foreign body in finger,40
6295,40481178,Hypoplasia of mandibular bone,40
6296,46270529,Hemorrhage of small intestine with diverticulosis,40
6297,37018878,High risk pregnancy due to recurrent pregnancy loss,39
6298,45765628,Congenital brain aplasia,39
6299,46269877,Rectal hemorrhage due to Crohn's disease of large intestine,39
6300,45770904,Perichondritis of external ear,39
6301,4340379,Hepatitis B carrier,39
6302,4321835,Agoraphobia,39
6303,4279543,Color vision deficiency,39
6304,4230947,Primary physiologic amenorrhea,39
6305,4170723,Pemphigus vulgaris,39
6306,4180312,Neoplasm of extremity,39
6307,4178668,Branchial cleft anomaly,39
6308,4167106,Superficial injury of abdominal wall,39
6309,4208200,Postoperative cystoid macular edema,39
6310,4191592,Psychoactive substance-induced organic delirium,39
6311,4224940,"Schizoaffective disorder, depressive type",39
6312,4201532,Thumb absent,39
6313,4204062,Congenital dyserythropoietic anemia,39
6314,4170637,Superficial injury of shoulder,39
6315,4165868,Closed fracture of zygoma,39
6316,4153068,Laceration of ankle,39
6317,4116233,Neoplasm of uncertain behavior of oral cavity,39
6318,4094042,Secondary amyloidosis,39
6319,4095902,Toxic uninodular goiter with no crisis,39
6320,4048710,Bladder pain,39
6321,4058066,"Insect bite, nonvenomous, of chest wall",39
6322,4069653,Osseous and subluxation stenosis of intervertebral foramina,39
6323,4002341,Neoplasm of uncertain behavior of peripheral nerves and peripheral autonomic nervous system,39
6324,443403,Sequela,39
6325,444203,Primary malignant neoplasm of articular cartilage,39
6326,4015992,"Closed fracture proximal tibia, lateral condyle",39
6327,378145,Chronic cluster headache,39
6328,373489,Congenital nystagmus,39
6329,312939,Thromboangiitis obliterans,39
6330,434625,Undifferentiated somatoform disorder,39
6331,438917,Superficial foreign body without major open wound AND without infection,39
6332,443544,Organic sleep disorder,39
6333,138682,Herpes zoster auricularis,39
6334,436667,Stuttering,39
6335,434575,Spotted fevers,39
6336,261895,Compensatory emphysema,39
6337,443283,Poisoning by CNS drug,39
6338,439738,Primary malignant neoplasm of sublingual gland,39
6339,376416,Chronic dacryoadenitis,39
6340,441593,Arteriovenous fistula of pulmonary vessels,39
6341,137648,Osteomyelitis of hand,39
6342,79113,Traumatic dislocation of ankle joint,39
6343,133728,Congenital hypothyroidism,39
6344,78593,Open wound of wrist without complication,39
6345,197924,Bile duct calculus with acute cholecystitis and obstruction,39
6346,137367,Chronic osteomyelitis of pelvic region and/or thigh,39
6347,201399,Congenital anomaly of adrenal gland,39
6348,201517,Primary malignant neoplasm of urachus,39
6349,193238,Acute appendicitis with peritoneal abscess,39
6350,193312,Congenital anomaly of ureter,39
6351,194421,Endometriosis of intestine,39
6352,81695,Sprain of radiocarpal ligament,39
6353,433222,"Thoracoabdominal aortic aneurysm, ruptured",39
6354,136937,Benign neoplasm of endocrine gland,39
6355,44784644,Chronic post-thoracotomy pain syndrome,39
6356,37016176,Cerebral degeneration due to alcoholism,39
6357,37116489,Injury of intrathoracic organ,38
6358,40482293,Stress fracture of tibia,38
6359,46270162,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,38
6360,46270472,Primary chronic gout without tophus of knee,38
6361,45757708,"Low vision right eye, normal vision left eye",38
6362,45766241,Subsequent non-ST segment elevation myocardial infarction,38
6363,4338758,Malignant tumor of eyelid,38
6364,4328804,Sleep related rhythmic movement disorder,38
6365,4277280,Scrotal pruritus,38
6366,4276173,Lichen planopilaris,38
6367,4143116,Azoospermia,38
6368,4151833,Metal nail puncture wound of skin,38
6369,4173311,Familial amyloid polyneuropathy,38
6370,4182522,Wrist joint unstable,38
6371,4111714,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",38
6372,4116759,Peripheral detachment of medial meniscus,38
6373,4132083,Traumatic brain injury with brief loss of consciousness,38
6374,4101452,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,38
6375,4049971,Asbestos-induced pleural plaque,38
6376,440612,Toxic effect of tobacco and nicotine,38
6377,443419,Laceration - injury,38
6378,4030847,Secondary impetiginization,38
6379,4033297,Melanocytic nevus of ear,38
6380,4024717,Dyslexia AND/OR speech dysfunction,38
6381,80177,Pyogenic arthritis of the pelvic region and thigh,38
6382,435225,Depressed bipolar I disorder in full remission,38
6383,138582,Closed fracture of acromial process of scapula,38
6384,254387,Upper respiratory tract hypersensitivity reaction,38
6385,375290,Chronic tubotympanic suppurative otitis media,38
6386,77639,Diffuse cervicobrachial syndrome,38
6387,438152,Symblepharon,38
6388,437787,Secondary syphilis,38
6389,374650,Cicatricial entropion,38
6390,437867,Choroidal hemorrhage,38
6391,4013453,"Closed fracture scapula, glenoid",38
6392,436295,Poisoning by antihypertensive agent,38
6393,75668,Sprain of sacroiliac region,38
6394,137964,Chronic osteomyelitis of multiple sites,38
6395,433197,Pseudoexfoliation of lens capsule,38
6396,36717471,Injury of thoracic spinal cord,38
6397,46269732,Irritant contact dermatitis caused by chemical,37
6398,45757462,Ulcerative gastrointestinal mucositis,37
6399,4302528,Functional disorder,37
6400,4302740,Fracture of sternum,37
6401,4313379,Neoplasm of uncertain behavior of cranial nerve,37
6402,4295727,Contusion of thumb,37
6403,4284492,Guttate psoriasis,37
6404,4211951,Varicella-zoster virus eyelid dermatitis,37
6405,4239871,Benign neoplasm of central nervous system,37
6406,4217075,Infectious pericarditis,37
6407,4209843,Disorder of thoracic aorta,37
6408,4155042,Laceration of great toe,37
6409,4057246,Postpartum psychosis,37
6410,4053272,Injury of spleen,37
6411,4057087,Obstructed femoral hernia,37
6412,4053583,Disorder of placenta,37
6413,440002,Poisoning by sedative AND/OR hypnotic,37
6414,4008354,Fracture of second cervical vertebra,37
6415,4000610,Disorder of gastrointestinal tract,37
6416,4049797,Pulmonary nocardiosis,37
6417,4038843,"Hodgkin's disease, mixed cellularity",37
6418,194093,Postcoital bleeding,37
6419,259123,Congenital subaortic stenosis,37
6420,194693,Postprocedural pelvic peritoneal adhesions,37
6421,375551,Blepharochalasis,37
6422,436587,"Toxic effect of gas, fumes AND/OR vapors",37
6423,432725,Congenital anomaly of integument,37
6424,318445,Post cardiac operation functional disturbance,37
6425,439666,Contracture of multiple joints,37
6426,434908,Disorder of porphyrin metabolism,37
6427,441607,Abscess of mediastinum,37
6428,72717,Postoperative heterotopic calcification,37
6429,80861,Closed fracture of ischium,37
6430,133569,Fasciitis,37
6431,72401,Kashin-Bek disease,37
6432,73561,Loose body in joint of shoulder region,37
6433,196325,Protozoal intestinal disease,37
6434,201346,Edema of penis,37
6435,433288,Derangement of anterior horn of lateral meniscus,37
6436,40487351,Closed pilon fracture,37
6437,45757373,Pingueculitis,37
6438,4022076,Patient dependence on care provider,37
6439,44782753,Weakness as a late effect of stroke,36
6440,45757384,High grade squamous intraepithelial lesion on vaginal Papanicolaou smear,36
6441,45757118,Spontaneous onset of labor between 37 and 39 weeks gestation with planned cesarean section,36
6442,36712678,Amnestic disorder associated with general medical condition,36
6443,36715681,Fracture of third thoracic vertebra,36
6444,4225055,Mononeuropathy due to type 1 diabetes mellitus,36
6445,37016885,Dissection of artery of lower limb,36
6446,46274123,Psoriatic arthritis mutilans,36
6447,46269825,Barretts esophagus with low grade dysplasia,36
6448,45773025,Mineralocorticoid deficiency,36
6449,4324788,Articular cartilage disorder of wrist,36
6450,4286048,Contact dermatitis of eyelid,36
6451,4288241,Salmonella enterica subspecies arizonae infection,36
6452,4276036,Fracture of acetabulum,36
6453,4188441,Spontaneous rupture of flexor tendons,36
6454,4223303,Gangrene due to type 1 diabetes mellitus,36
6455,4242875,Abscess of pharynx,36
6456,4159165,Closed fracture of skull,36
6457,4150497,Closed fracture of zygomatic arch,36
6458,4134176,Subluxation of joint of cervical spine,36
6459,4151524,Laceration of neck,36
6460,4112814,Chronic drug-induced interstitial lung disorders,36
6461,4114765,Transient arthropathy-knee,36
6462,4103372,Primary localized osteoarthrosis of multiple sites,36
6463,4060950,Acute parametritis,36
6464,4001126,Infective myositis of thigh,36
6465,4056293,"Traumatic amputation, finger, through metacarpophalangeal joint",36
6466,4013540,RhD negative,36
6467,4002343,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system,36
6468,4003834,Malignant immunoproliferative disease,36
6469,443435,Primary uterine inertia,36
6470,4009186,Arcus senilis,36
6471,4033836,"Melanoma in situ of eyelid, including canthus",36
6472,443727,Diabetic ketoacidosis,36
6473,4043672,Injury of nerve of upper extremity,36
6474,435983,Accidental poisoning with ethyl alcohol,36
6475,372608,Amnestic disorder,36
6476,141917,Balanitis xerotica obliterans,36
6477,380534,Tetany,36
6478,380688,Hypoglycemic coma,36
6479,439264,Acute suppurative otitis media,36
6480,443445,Outcome of delivery - finding,36
6481,317577,Arteriosclerotic gangrene,36
6482,439797,Chronic meningitis,36
6483,440220,"Closed fracture of mandible, condylar process",36
6484,437409,Intracranial injury,36
6485,440418,Orbital cyst,36
6486,374350,Granuloma of conjunctiva,36
6487,440382,Learning difficulties,36
6488,439125,Complete trisomy 21 syndrome,36
6489,436976,Posterior subcapsular polar cataract,36
6490,442163,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face AND/OR neck",36
6491,440812,Pathological fracture - lower leg,36
6492,74444,Crystal arthropathy of knee,36
6493,31668,Acquired deformity of neck,36
6494,79173,Traumatic closed dislocation of temporomandibular joint,36
6495,137651,Aseptic necrosis of medial femoral condyle,36
6496,28356,Overlapping malignant neoplasm of major salivary gland,36
6497,134619,Toxic nodular goiter,36
6498,135032,Dermatitis due to substances taken internally,36
6499,200154,Fistula of gallbladder,36
6500,200769,"Chronic gastric ulcer without hemorrhage, without perforation AND without obstruction",36
6501,197484,Diarrhea of presumed infectious origin,36
6502,135694,Abrasion and/or friction burn of foot without infection,36
6503,40479844,Hyperplasia of mandibular bone,36
6504,42709942,Trigeminal autonomic cephalalgia,36
6505,44782714,"Drug dependence, continuous",36
6506,35622934,Psychosis and severe depression co-occurrent and due to bipolar affective disorder,35
6507,45757306,Closed fracture of fourth thoracic vertebra,35
6508,46271527,Supraglottitis,35
6509,4340394,Hepatic sclerosis,35
6510,4297887,Disorder of digestive organ,35
6511,4347296,Chronic osteomyelitis with draining sinus,35
6512,4266662,Congenital malformation syndrome,35
6513,4299094,Opioid intoxication,35
6514,4186461,Medication-induced movement disorder,35
6515,4170813,Uric acid renal calculus,35
6516,4212994,"Extranodal NK/T-cell lymphoma, nasal type",35
6517,4115181,Fracture malunion - lower leg,35
6518,4106683,Abrasion of genitalia,35
6519,4147222,Accessory kidney,35
6520,4058375,"Disease of the skin and subcutaneous tissue complicating pregnancy, childbirth and/or the puerperium",35
6521,4046360,Lacunar infarction,35
6522,4071026,Furuncle of groin,35
6523,4051439,"Traumatic amputation, through thigh",35
6524,4079499,Convalescence after radiotherapy,35
6525,4001458,Fatigue fracture of vertebra,35
6526,438310,"Victim, motorcycle rider in vehicular AND/OR traffic accident",35
6527,444289,Anemia due to protein deficiency,35
6528,194802,Foreign body in vulva and vagina,35
6529,192732,Splitting of urinary stream,35
6530,192362,Nephrotic syndrome with membranoproliferative glomerulonephritis,35
6531,433064,Superficial injury of shoulder and upper arm,35
6532,80241,Closed fracture of navicular bone of foot,35
6533,377842,Frontal lobe syndrome,35
6534,197028,Calculus of lower urinary tract,35
6535,441555,Retinal telangiectasia,35
6536,434674,Atrophy of edentulous mandibular alveolar ridge,35
6537,435150,Effects of heat AND/OR light,35
6538,443455,Compartment syndrome of abdomen due to trauma,35
6539,435887,Antepartum deep vein thrombosis,35
6540,437897,Acute rheumatic endocarditis,35
6541,437860,Choroidal detachment,35
6542,441712,Open wound of ocular adnexa,35
6543,440431,Mycoplasma pneumonia,35
6544,444249,Abrasion and/or friction burn with infection,35
6545,440207,Hypoplastic left heart syndrome,35
6546,135939,Closed fracture of sternal end of clavicle,35
6547,201780,Shigellosis,35
6548,30678,Polyglandular activity in multiple endocrine adenomatosis,35
6549,43020476,High risk homosexual behavior,35
6550,40484933,Inconclusive evaluation finding,35
6551,4155073,Granulations of mastoid cavity,35
6552,45765770,Follicular non-Hodgkin's lymphoma diffuse follicle center sub-type grade 1,34
6553,45757331,Closed fracture of occipital bone,34
6554,45766654,Disorder of skin of penis,34
6555,45757303,Closed fracture of first thoracic vertebra,34
6556,45757223,Colostomy infection,34
6557,760152,Cellulitis of left external ear,34
6558,36676233,Influenza caused by Influenza A virus subtype H5N1,34
6559,46274073,Abscess of intestine co-occurrent and due to Crohn's disease of large intestine,34
6560,46269885,Fistula of small intestine due to Crohn's disease,34
6561,46272381,Secondary chronic gout without tophus,34
6562,46269836,Hepatic coma due to chronic hepatic failure,34
6563,45766216,Arteriovenous malformation of limb,34
6564,4344489,Microscopic polyarteritis nodosa,34
6565,4246066,Congenital cyst of mediastinum,34
6566,4265600,Gastric ulcer,34
6567,4214076,Spontaneous rupture of extensor tendons,34
6568,4179319,Scoliosis of cervical spine,34
6569,4218884,Fracture of carpal bone,34
6570,4184109,Foot joint stiff,34
6571,4180770,Sequelae of neurological disorders,34
6572,4178826,Hereditary disorder of musculoskeletal system,34
6573,4184149,Feeling irritable,34
6574,4149688,"Insect bite, nonvenomous, of foot",34
6575,4155036,Laceration of genitalia,34
6576,4161421,Hereditary nephritis,34
6577,4101286,Sequelae of malnutrition and other nutritional deficiencies,34
6578,4116731,Visuospatial agnosia,34
6579,4126451,Migration of peritoneal dialysis catheter,34
6580,4093223,Vascular disorder of corpus cavernosum,34
6581,4081250,Dermatomyositis sine myositis,34
6582,4055604,Late effect of nervous system injury,34
6583,4066727,Besnier's prurigo,34
6584,4068847,Segmental and somatic dysfunction,34
6585,4001627,Infective myositis of lower leg,34
6586,441976,Closed fracture of third cervical vertebra,34
6587,4003177,Benign neoplasm of peripheral nerves of abdomen,34
6588,439972,Poisoning by diuretic,34
6589,4020886,Mechanical complication of vena cava umbrella,34
6590,4033045,Repetitive self-excoriation,34
6591,377291,"Peripheral pterygium, progressive",34
6592,315922,Patent ductus arteriosus,34
6593,433441,Ectopic production of endocrine substance,34
6594,433992,"Bipolar affective disorder, currently manic, moderate",34
6595,433996,Catatonic schizophrenia,34
6596,439246,"Mixed bipolar affective disorder, severe, with psychosis",34
6597,438761,Acute dacryocystitis,34
6598,435492,Nodular lymphoma of intrathoracic lymph nodes,34
6599,141050,Disorder of hard tissues of teeth,34
6600,436483,Postpartum coagulation defects,34
6601,436541,Closed fracture of ulna,34
6602,442628,Disorder of ligament,34
6603,313867,Double outlet right ventricle,34
6604,376123,Subluxation of lens,34
6605,437529,Mixed bipolar I disorder in partial remission,34
6606,443208,Hungry bone syndrome,34
6607,440390,Streptococcal meningitis,34
6608,4007583,Congenital malformation syndromes associated with short stature,34
6609,74468,Congenital anomaly of rib,34
6610,438648,Poisoning by vitamin,34
6611,134510,Open wound of multiple sites of face with complication,34
6612,24612,"Multiple endocrine neoplasia, type 2",34
6613,201817,Benign neoplasm of female genital organ,34
6614,434301,Benign neoplasm of ribs and/or sternum and/or clavicle,34
6615,434219,Food anaphylaxis,34
6616,135768,Acute monocytic leukemia,34
6617,40485046,Progressive systemic sclerosis,34
6618,40490403,Calcification of muscle,34
6619,43531007,Pre-existing diabetes mellitus in pregnancy,34
6620,45757381,"Human papilloma virus deoxyribonucleic acid test positive, high risk on vaginal specimen",34
6621,4098922,Melanoma in situ of skin structure of scalp and/or neck,33
6622,45757234,Dental caries on smooth surface penetrating into dentin,33
6623,46269876,Intestinal obstruction due to Crohn's disease of large intestine,33
6624,45757699,"Low vision left eye, normal vision right eye",33
6625,45757671,Old retinal detachment,33
6626,45773540,Closed fracture of distal phalanx of little finger,33
6627,45757715,Cortical blindness of left side of brain,33
6628,45772121,Cortical blindness of right side of brain,33
6629,4344166,Adult onset Still's disease,33
6630,4317020,Neoplasm of uncertain behavior of spinal meninges,33
6631,4279461,Acquired deformity of hand,33
6632,4222896,Chronic duodenal ulcer without hemorrhage AND without perforation,33
6633,4238518,Traumatic dislocation of knee joint,33
6634,4178291,Painful ejaculation,33
6635,4146517,Chronic peptic ulcer with perforation,33
6636,4141481,Enteroviral vesicular stomatitis with exanthem,33
6637,4148121,Tonsil and/or adenoid hypertrophy,33
6638,4152814,Insect bite of head,33
6639,4138414,Fracture of calcaneus,33
6640,4117771,Aneurysm of head and neck artery,33
6641,4096946,Acute dermatitis,33
6642,4086219,Traumatic blister of mouth,33
6643,4055711,"Abrasion, abdominal wall",33
6644,4088373,Alcohol intoxication delirium,33
6645,4050690,Sequelae of open wound of upper limb,33
6646,4015365,Closed fracture thumb distal phalanx,33
6647,443391,Malignant tumor of cecum,33
6648,4030362,Familial non-neuropathic amyloidosis,33
6649,4012444,"Closed fracture distal femur, lateral condyle",33
6650,4035269,Non-ketotic hyperglycinemia,33
6651,4006305,Proctoptosis,33
6652,321041,Mitral stenosis and aortic insufficiency,33
6653,375838,Objective tinnitus,33
6654,312846,Kaposi's sarcoma of lymph nodes,33
6655,432551,Parvovirus infection,33
6656,373462,Fragments of torsion dystonia,33
6657,435205,Benign neoplasm of oropharynx,33
6658,138821,Seborrhea,33
6659,442920,Mental disorder during pregnancy - baby delivered,33
6660,438380,"Lymphosarcoma of lymph nodes of head, face and neck",33
6661,440066,Disorder of purine and pyrimidine metabolism,33
6662,378434,Cholesteatoma of external ear,33
6663,321080,"Hypertension complicating pregnancy, childbirth and the puerperium",33
6664,441172,Disorder due to and following burn,33
6665,443876,Obsessive compulsive personality disorder,33
6666,22288,Hereditary elliptocytosis,33
6667,74064,Ankylosis of temporomandibular joint,33
6668,79144,Cervical rib,33
6669,134746,Finger clubbing,33
6670,76503,Contracture of joint of shoulder region,33
6671,132718,Chronic osteomyelitis of shoulder,33
6672,137219,Primary malignant neoplasm of inner aspect of lower lip,33
6673,433957,Progressive multifocal leukoencephalopathy,33
6674,192815,Intestinal infection due to E. coli,33
6675,30770,Chronic peptic ulcer with hemorrhage but without obstruction,33
6676,40483351,Tenderness of periumbilical region,33
6677,40481749,Amyloidogenic transthyretin amyloidosis,33
6678,40482260,Sleep dysfunction with arousal disturbance,33
6679,45757412,Mitochondrial metabolism defect,33
6680,443735,Coma due to diabetes mellitus,33
6681,46273631,Pulmonary disease due to allergic granulomatosis angiitis,32
6682,45757305,Closed fracture of third thoracic vertebra,32
6683,45766755,Closed fracture of distal phalanx of middle finger,32
6684,45772128,Postprocedural bulbous urethral stricture,32
6685,4342995,Stenosis of stoma,32
6686,4275292,Contusion of lip,32
6687,4279139,Fracture of bones of trunk,32
6688,4244418,Analgesic nephropathy,32
6689,4180167,Infectious disorder of joint,32
6690,4160354,Disorder of bone development,32
6691,4163865,Acute peptic ulcer without hemorrhage AND without perforation,32
6692,4095442,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",32
6693,4102350,Cerebrospinal fluid leak from spinal puncture,32
6694,4138283,Bucket handle tear of medial meniscus of knee,32
6695,4138294,Fracture of mandible,32
6696,4081461,Irregular eye movements,32
6697,4064028,Allergic contact dermatitis due to drug in contact with skin,32
6698,4053178,Asperger's disorder,32
6699,4055370,Lung disease with Sjögren's disease,32
6700,4080397,Blood group A Rh(D) negative,32
6701,4003027,Overlapping malignant neoplasm of penis,32
6702,439975,Injury at C1-C4 level with spinal cord injury AND without bone injury,32
6703,374922,Idiopathic stabbing headache,32
6704,4054992,Rapidly progressive nephritic syndrome,32
6705,374021,Acute disseminated encephalomyelitis,32
6706,258684,Pulmonary cryptococcosis,32
6707,380513,Congenital cataract,32
6708,379963,Open wound of external ear without complication,32
6709,257660,Partial anomalous pulmonary venous connection,32
6710,197087,Vascular hamartomas,32
6711,442770,Disorder of ciliary body,32
6712,436706,Acute myocardial infarction of lateral wall,32
6713,193641,Injury of lumbar nerve roots,32
6714,375404,Ocular laceration with prolapse AND/OR exposure of intraocular tissue,32
6715,432768,Corneal foreign body,32
6716,440740,Takayasu's disease,32
6717,441510,Primary malignant neoplasm of parietal pleura,32
6718,442609,Friction blister without infection,32
6719,441919,Twin pregnancy,32
6720,440984,Factitious disorder,32
6721,435656,Neonatal jaundice,32
6722,72709,Crystal arthropathy of multiple sites,32
6723,78560,Congenital anomaly of foot,32
6724,77362,Stress fracture of pelvis,32
6725,73537,Breech presentation - delivered,32
6726,200031,Hepatic coma due to viral hepatitis B,32
6727,372599,Severe mixed bipolar I disorder without psychotic features,32
6728,193306,Situs inversus viscerum,32
6729,192901,Hereditary spastic paraplegia,32
6730,433207,Nodular episcleritis,32
6731,79804,Steinert myotonic dystrophy syndrome,32
6732,40479662,Chondrocalcinosis of hip joint,32
6733,43020459,Mechanical breakdown of prosthetic heart valve,32
6734,43530641,Primary thunderclap headache,32
6735,40484966,Accidental poisoning by gaseous substance,32
6736,40480082,Hemicrania continua,32
6737,43021253,Mechanical complication of musculoskeletal implant,32
6738,44782470,Migraine with persistent visual aura,32
6739,45757153,Viral disease in mother complicating childbirth,32
6740,45770893,Preterm premature rupture of membranes with onset of labor within 24 hours of rupture,32
6741,36712754,Foreign body in left cornea,31
6742,40481943,Secondary osteoarthritis,31
6743,37397431,Generalized severe aggressive periodontitis,31
6744,37016152,Group B streptococcus carrier complicating pregnancy,31
6745,46273522,Gangrene due to Raynaud disease,31
6746,46273183,Intestinal hemorrhage,31
6747,46270382,Intractable headache caused by drug,31
6748,45757773,Urethral hypermobility,31
6749,4168839,Abnormal plasma viscosity,31
6750,4249875,Spinal stenosis other than cervical,31
6751,4280580,Prostatic pain,31
6752,4340123,Disorder of implanted esophageal antireflux device,31
6753,4262584,Primary hypersomnia,31
6754,4182419,Late effect of traumatic injury to brain,31
6755,4182164,Temporomandibular joint crepitus,31
6756,4135094,Subluxation of toe joint,31
6757,4164348,Superficial injury of foot,31
6758,4161947,Fournier's gangrene,31
6759,4143214,Maternal pyrexia in labor,31
6760,4089994,Serological relapse after treatment of latent early syphilis,31
6761,4100536,Acute post-trauma stress state,31
6762,4095892,"Malignant neoplasm of peripheral nerves of head, face and neck",31
6763,4101256,Cocaine intoxication,31
6764,4004146,Esophageal atresia with tracheo-esophageal fistula,31
6765,4034214,Open wound of ear,31
6766,443793,Hypertrichosis,31
6767,194419,Infertility due to oligospermia,31
6768,379811,Hypermature cataract,31
6769,320206,Congenital atresia of pulmonary valve,31
6770,192385,"Tumor of uterine body complicating antenatal care, baby not yet delivered",31
6771,201121,Malformation of urachus,31
6772,200671,Benign neoplasm of renal pelvis,31
6773,194700,"Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium",31
6774,200468,Premature rupture of membranes with antenatal problem,31
6775,432554,Human immunodeficiency virus II infection,31
6776,438783,Erosion of teeth,31
6777,140443,Asymmetry of jaw,31
6778,141662,Acute osteomyelitis of hand,31
6779,141475,Partial thickness burn of foot,31
6780,435320,Acute glomerulonephritis associated with another disorder,31
6781,438882,Closed fracture of neck of metacarpal bone,31
6782,436397,Intraoperative floppy iris syndrome,31
6783,436829,"Closed fracture of mandible, angle of jaw",31
6784,375504,Psychoactive substance-induced organic mental disorder,31
6785,440755,"Acute duodenal ulcer without hemorrhage, without perforation AND without obstruction",31
6786,439776,Autism spectrum disorder,31
6787,441835,Chronic schizoaffective schizophrenia,31
6788,440849,Closed fracture of body of mandible,31
6789,443210,Disorder of vascular graft,31
6790,374355,Peripheral degeneration of cornea,31
6791,439133,Congenital anomaly of blood vessel of upper limb,31
6792,441067,Spasm of sphincter of Oddi,31
6793,440820,Contracture of wrist joint,31
6794,74250,Burn of foot,31
6795,134608,Toxic multinodular goiter with thyrotoxic crisis,31
6796,433274,Oligohydramnios - delivered,31
6797,137322,Oral submucosal fibrosis,31
6798,134380,Erythromelalgia,31
6799,434026,Pars planitis,31
6800,81707,Closed fracture of cuboid bone of foot,31
6801,43530688,Fluency disorder as sequela of cerebrovascular disease,31
6802,36675019,Dermatitis as late effect of radiation,31
6803,201633,Cystitis cystica,30
6804,43020664,Congenital tortuosity of branch of aortic arch,30
6805,40479607,Stress fracture of metatarsal bone,30
6806,40481367,Chronic left-sided ulcerative colitis,30
6807,40481620,Infective arthritis of ankle and/or foot,30
6808,43531010,Pre-existing type 2 diabetes mellitus in pregnancy,30
6809,45757557,Cardiomyopathy due to viral infection,30
6810,37016108,Necrosis of lower leg muscle co-occurrent and due to chronic ulcer of lower leg,30
6811,45771405,Closed fracture of neck of fifth metacarpal bone,30
6812,45766842,Closed fracture of proximal phalanx of ring finger,30
6813,4340380,Hepatitis C carrier,30
6814,4336134,Anomaly of vergence system,30
6815,4320025,Traumatic amputation of foot,30
6816,4247336,Primary malignant neoplasm of middle ear,30
6817,4271003,Rheumatoid vasculitis,30
6818,4247597,Intraocular hemorrhage,30
6819,4219138,Somatic dysfunction of rib,30
6820,4214869,Hemophilic arthropathy,30
6821,4228429,Carnitine deficiency,30
6822,4175167,Traumatic hemothorax,30
6823,4181477,Malignant neoplasm of eye,30
6824,4153694,Puncture wound of lower leg,30
6825,4159691,Poisoning by anti-psychotic agent,30
6826,4149398,Congenital renal failure,30
6827,4173136,Agnosia,30
6828,4118909,Fracture malunion - upper arm,30
6829,4097158,Ankle stiff,30
6830,4114975,Deletion of part of autosome,30
6831,4102049,General disseminated chorioretinitis,30
6832,4094346,Insect bite to hand - nonvenomous,30
6833,4058354,"Insect bite, nonvenomous, of ankle",30
6834,4046351,Intercostal neuropathy,30
6835,4041682,Late onset cerebellar ataxia,30
6836,441385,Corrected transposition of great vessels,30
6837,441973,Closed fracture of proximal end of radius,30
